gene_id	gene_name	log2FadultChange	log2CPM	baseMean	description
LOC101288218	NUPR1	-1.76	4.23	42.95	nuclear protein 1, transcriptional regulator
LOC101272221	LOC101272221	1.75	7.77	613.11	CD36 molecule
LOC101284691	LOC101284691	-5.59	3.14	25.18	L-threonine 3-dehydrogenase, mitochondrial
LOC101284264	CCDC142	1.26	5.62	136.75	coiled-coil domain containing 142
LOC101275775	ANAPC11	-1.43	4.63	60.83	anaphase promoting complex subunit 11
LOC101282997	RPL38	-1.86	6.1	204.73	ribosomal protein L38
LOC101270269	GPR64	-2.23	4.18	49.31	adhesion G protein-coupled receptor G2
LOC101274239	KRTCAP2	-1.28	3.67	36.44	keratinocyte associated protein 2
LOC101281080	RIN2	-1.23	5.95	175.85	Ras and Rab interactor 2
LOC117202669	LOC117202669	-2.61	4.07	47.34	histone H3.1
LOC101278783	SELENBP1	-2.57	2.98	21.51	selenium binding protein 1
LOC101275670	TRPV3	-3.6	6.38	57.73	transient receptor potential cation channel subfamily V member 3
LOC101280813	MYO5B	-3.13	4.82	74.38	myosin VB
LOC101282315	DPY19L1	1.16	4.6	77.26	dpy-19 like C-mannosyltransferase 1
LOC101280171	POU2F3	-2.51	4.97	93.1	POU class 2 homeobox 3
LOC101280400	PDYN	-2.98	1.31	6.67	prodynorphin
LOC101269950	IGF1	-2.17	5.55	143.32	insulin like growth factor 1
LOC101279373	PSAT1	-1.97	4.17	47.05	phosphoserine aminotransferase
LOC101279540	SLC25A6	-1.38	9.39	1690.99	solute carrier family 25 member 6
LOC101272530	KLF2	1.45	6.17	221.32	KLF transcription factor 2
LOC105747718	NME2	-1.22	6.32	231.65	nucleoside diphosphate kinase B
LOC101279326	S1PR5	-3.73	3.27	27	sphingosine-1-phosphate receptor 5
LOC101284633	NINJ1	-1.21	4.62	54.31	ninjurin 1
LOC101279061	LOC101279061	-2.04	4.86	81.16	histone H2A type 1-B
LOC101280810	CGN	-3.36	4.78	18.44	cingulin
LOC101288569	NTN5	-3.86	3.52	39.72	netrin 5
LOC101272408	LZTFL1	-1.78	3.22	29.41	leucine zipper transcription factor like 1
LOC101275312	CCDC85A	1.46	5.31	127.47	coiled-coil domain containing 85A
LOC101278340	RPL4	-1.2	9.91	2408.64	ribosomal protein L4
LOC101282067	LFNG	1.47	6.25	232.73	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
LOC101279421	PCDH12	1.42	4.78	75.2	protocadherin 12
LOC101284812	GPRIN2	1.5	3.96	58.36	G protein regulated inducer of neurite outgrowth 2
LOC101289565	THY1	-1.34	6.98	408.05	Thy-1 cell surface antigen
LOC101283473	PAX8	-3.51	2.13	14.94	paired box 8
LOC101270569	E2F4	-0.9	4.69	70.11	E2F transcription factor 4
LOC101283737	RPL12	-1.27	8.29	812.15	ribosomal protein L12
LOC101275102	PDGFRL	-1.67	5.69	150.87	platelet derived growth factor receptor like
LOC101276172	PRICKLE4	1.42	4.97	80.99	prickle planar cell polarity protein 4
LOC101277543	NBEA	1.19	6.42	245.99	neurobeachin
LOC101273226	FAM124B	1.62	4.29	59.14	family with sequence similarity 124 member B
LOC101281856	NPC2	-1.46	6.48	187.43	NPC intracellular cholesterol transporter 2
LOC101282209	SCARF1	1.7	6.81	296.74	scavenger receptor class F member 1
LOC101279131	TMEM245	0.89	5.8	162.25	transmembrane protein 245
LOC101273236	RPL28	-1.33	7.72	630.72	ribosomal protein L28
LOC101273873	SEC13	-1.04	5.74	149.29	SEC13 homolog, nuclear pore and COPII coat complex component
LOC101280965	ICA1	1.3	3.88	35.33	islet cell autoantigen 1
LOC101289458	COL1A2	-2.06	14.36	59316.55	collagen type I alpha 2 chain
LOC101287311	GALNT12	1.39	4.62	74.94	polypeptide N-acetylgalactosaminyltransferase 12
LOC101269603	TPST2	1.44	4.64	90.88	tyrosylprotein sulfotransferase 2
LOC101274886	ARFGEF3	1.56	5.06	92.84	ARFGEF family member 3
LOC101284410	SULF2	-1.15	6.96	333.32	sulfatase 2
LOC101277970	ARAP2	-3.28	3.95	43.54	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2
LOC101288794	TMEM163	1.58	3.14	26.21	transmembrane protein 163
LOC101274707	GDI2	-1.37	7.46	471.1	GDP dissociation inhibitor 2
LOC101271884	TDRP	1.44	3.67	71.47	testis development related protein
LOC101288571	EGLN2	1.18	6.78	262.3	egl-9 family hypoxia inducible factor 2
LOC117197074	LOC117197074	-2.81	6.45	244.15	leukocyte elastase inhibitor-like
LOC101272845	CCHCR1	1.41	5.66	155.27	coiled-coil alpha-helical rod protein 1
LOC101279709	MRPL14	-1.36	4.4	60.19	mitochondrial ribosomal protein L14
LOC101272068	FGFR2	-2.2	4.27	60.51	fibroblast growth factor receptor 2
LOC101279831	CRB3	-5.21	2.32	13.59	crumbs cell polarity complex component 3
LOC101271072	LENG9	1.43	5.67	137.32	leukocyte receptor cluster member 9
LOC101277313	FTH1	-1.69	9.67	2123.36	ferritin heavy chain 1
LOC101280703	FGFBP1	-4.62	3.83	9.45	fibroblast growth factor binding protein 1
LOC101279836	BNC1	-4.6	4.07	44.38	basonuclin 1
LOC101274953	CEP68	1.22	5.92	170.31	centrosomal protein 68
LOC101282273	RPL36A	-1.34	5.61	165.68	ribosomal protein L36a
LOC101278121	RPL23	-1.26	7.48	481.82	ribosomal protein L23
LOC101289836	PHB2	-1.06	5.89	131.56	prohibitin 2
LOC101269676	TMEM132A	1.46	4.5	68.5	transmembrane protein 132A
LOC101287345	GIMAP8	1.56	5.73	157.74	GTPase, IMAP family member 8
LOC101270871	KDELR1	-1.36	6.19	174.43	KDEL endoplasmic reticulum protein retention receptor 1
LOC101279445	SHE	1.49	6.1	190.1	Src homology 2 domain containing E
LOC101275160	FZD2	-1.92	2.62	15.75	frizzled class receptor 2
LOC101270886	DCTN3	-1.18	4.24	47.17	dynactin subunit 3
LOC117198824	LOC117198824	1.64	4.15	146.9	uncharacterized LOC117198824
LOC101274159	KCTD15	-1.31	4.26	53.53	potassium channel tetramerization domain containing 15
LOC101280521	SRPX	-1.58	3.81	36.31	sushi repeat containing protein X-linked
LOC101280420	PROM2	-2.88	4.25	42.76	prominin 2
LOC101287946	SH3D19	-0.92	5.77	198.52	SH3 domain containing 19
LOC101284039	ZNF652	-1.11	5.76	139.78	zinc finger protein 652
LOC101276782	VMAC	-1.75	3	21.76	vimentin type intermediate filament associated coiled-coil protein
LOC101281585	LOC101281585	-1.2	5.15	87.93	nucleosome assembly protein 1-like 1
LOC101281547	CCDC102A	1.56	6.83	367.31	coiled-coil domain containing 102A
LOC101269538	POLR2J	-1.62	2.81	20.89	RNA polymerase II subunit J
LOC101280231	MPZL2	-5.29	2.58	14.96	myelin protein zero like 2
LOC101272882	NRROS	1.28	3.93	45.81	negative regulator of reactive oxygen species
LOC101269421	INSIG1	1.27	4.66	62.69	insulin induced gene 1
LOC101288154	IRX1	-1.86	6.57	299.85	iroquois homeobox 1
LOC101274364	ARHGAP25	1.06	4.14	47.71	Rho GTPase activating protein 25
LOC101287750	FOXRED2	-1.3	3.56	28.29	FAD dependent oxidoreductase domain containing 2
LOC101282984	FAM110A	-3	2.93	17.68	family with sequence similarity 110 member A
LOC101287420	ARHGAP32	-1.31	6.03	208.9	Rho GTPase activating protein 32
LOC101276919	APC2	2.35	5.58	154.03	APC regulator of WNT signaling pathway 2
LOC101272668	CFD	-1.88	3.96	42.53	complement factor D
C8H11orf24	C8H11orf24	-0.99	4.68	70.39	chromosome 8 C11orf24 homolog
LOC101274908	BSG	-0.94	7.53	629.78	basigin (Ok blood group)
LOC101289391	PPIC	-1.65	5.61	138.84	peptidylprolyl isomerase C
LOC101275791	POLR2F	-1.12	4.76	64.03	RNA polymerase II, I and III subunit F
LOC101279980	RABAC1	-1.05	6.43	239.08	Rab acceptor 1
CRACDL	CRACDL	-3.1	3.26	31.91	CRACD like
LOC101276954	NENF	-1.23	5.63	156.33	neudesin neurotrophic factor
LOC101285090	LOC101285090	1.97	6.7	291.31	golgin subfamily A member 6-like protein 2
LOC101281317	TBC1D12	1.32	6.37	215.83	TBC1 domain family member 12
LOC101286134	TIPIN	-1.63	4.28	37.42	TIMELESS interacting protein
LOC101288152	ERBB3	-2.52	3.8	38.27	erb-b2 receptor tyrosine kinase 3
LOC101269767	UBXN4	-1.27	5.07	124.56	UBX domain protein 4
LOC101286483	CRYZ	-1.61	4.14	54.08	crystallin zeta
LOC101277509	AP2S1	-1.12	5.03	78.47	adaptor related protein complex 2 subunit sigma 1
LOC101284980	ELAC1	-1.2	3.18	27.76	elaC ribonuclease Z 1
LOC101276107	KLF9	1.05	7.71	586.63	KLF transcription factor 9
LOC101286629	AQP3	-3.04	4.35	53.83	aquaporin 3 (Gill blood group)
LOC101278980	NACA	-1.19	7.21	446.08	nascent polypeptide associated complex subunit alpha
LOC101277145	SFRP4	-1.87	3.78	44.87	secreted frizzled related protein 4
LOC101281096	RGS8	-3.11	1.82	10.01	regulator of G protein signaling 8
LOC101275066	NOTCH4	1.71	5.9	164.08	notch receptor 4
LOC105747708	ZHX1	-1.33	5.12	103.47	zinc fingers and homeoboxes 1
LOC101274147	TIMP1	-1.55	4.2	48.5	TIMP metallopeptidase inhibitor 1
INAVA	INAVA	-4.37	4.58	58.6	innate immunity activator
LOC101275132	SEMA3D	-2.23	3.7	34.64	semaphorin 3D
LOC101275968	FKBP10	-1.15	7.81	510.85	FKBP prolyl isomerase 10
LOC101280410	RPS20	-1.34	8.88	1056.63	ribosomal protein S20
LOC101275012	FIGNL2	1.72	5.59	122.55	fidgetin like 2
LOC101281896	ECT2	-1.39	4.02	52.89	epithelial cell transforming 2
ELOB	ELOB	-1.42	4.85	73.67	elongin B
LOC101276536	NDUFA11	-1.22	4.99	83.37	NADH:ubiquinone oxidoreductase subunit A11
LOC101281345	SOX9	-1.96	3.56	25.67	SRY-box transcription factor 9
LOC101279564	RAB38	-2.93	4.87	81.29	RAB38, member RAS oncogene family
LOC101269698	LOX	-1.65	8.16	714.59	lysyl oxidase
LOC101286767	ECM2	-1.24	5.86	153.93	extracellular matrix protein 2
LOC101287332	HDAC10	1.26	4.99	80.95	histone deacetylase 10
LOC101290216	DSC2	-3.02	5.91	165.85	desmocollin 2
LOC101287896	RASIP1	1.52	7.29	429.7	Ras interacting protein 1
LOC101285796	AACS	1.09	6.62	241.54	acetoacetyl-CoA synthetase
LOC101288265	KLF7	1.17	6.74	218.51	KLF transcription factor 7
LOC101282946	CSTB	-1.6	4.91	96.69	cystatin B
CZIB	CZIB	-1	4.92	85.07	CXXC motif containing zinc binding protein
LOC101289250	ROCK2	0.78	6.59	215.88	Rho associated coiled-coil containing protein kinase 2
LOC101277457	RNF149	1.31	3.89	44.4	ring finger protein 149
LOC101281353	ETV5	-1.56	4.34	47.51	ETS variant transcription factor 5
LOC101282091	SERTAD4	-1.51	3.53	29.33	SERTA domain containing 4
LOC101290088	RBM3	-1.24	7.26	409.16	RNA binding motif protein 3
LOC101272915	NHP2	-1.43	3.77	31.73	NHP2 ribonucleoprotein
LOC101276445	RHOV	-1.87	3.52	36.58	ras homolog family member V
LOC101289372	FXYD3	-4.52	3.76	24.49	FXYD domain containing ion transport regulator 3
LOC101275122	EGR1	-1.22	4.39	106.78	early growth response 1
LOC101287840	PPP1R7	-0.94	3.96	62.42	protein phosphatase 1 regulatory subunit 7
LOC101286834	LOC101286834	-1.31	9.24	1339.69	guanine nucleotide-binding protein G(s) subunit alpha
LOC101279645	PPP1R16B	1.41	5.48	95.13	protein phosphatase 1 regulatory subunit 16B
LOC101282784	SLC7A11	-2.43	3.38	43.94	solute carrier family 7 member 11
LOC101272821	DPP4	-1.84	4.5	59.7	dipeptidyl peptidase 4
LOC101287274	PPDPF	-1.57	5.27	95.31	pancreatic progenitor cell differentiation and proliferation factor
LOC101286896	PREX2	1.21	5.57	119.02	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2
LOC101269336	NIPAL4	-4.77	4.54	54.25	NIPA like domain containing 4
LOC101283888	GOLGA7	-1.45	4.86	68.57	golgin A7
LOC101276866	RUBCN	1.06	5.7	123.49	rubicon autophagy regulator
LOC101281743	SDCBP2	-5.35	1.89	10.96	syndecan binding protein 2
LOC101269570	NDUFB7	-1.07	4.53	53.28	NADH:ubiquinone oxidoreductase subunit B7
LOC101290304	SLC12A7	1.13	6.87	264.99	solute carrier family 12 member 7
LOC101288701	HOXB6	1.63	5.68	116.34	homeobox B6
LOC101285058	GPSM1	1.54	6.25	214.89	G protein signaling modulator 1
LOC117203713	LOC117203713	1.48	4.42	86.19	uncharacterized LOC117203713
LOC101286804	ST3GAL6	1.1	6.01	172.27	ST3 beta-galactoside alpha-2,3-sialyltransferase 6
LOC101270776	SERPINB2	-3.55	3.1	18.73	plasminogen activator inhibitor 2
LOC125961351	LOC125961351	-1.71	5.5	156.9	histone H2B type 2-E-like
LOC101283640	DLGAP3	-2.49	3.15	25.81	DLG associated protein 3
LOC117195379	ZNF775	1.73	4.24	44.41	zinc finger protein 775
LOC101278406	AHCY	-1.86	5.71	131.03	adenosylhomocysteinase
LOC101288611	DISC1	1.16	4.15	48.93	DISC1 scaffold protein
LOC101273379	C1QB	-1.62	5.51	120.13	complement C1q B chain
LOC101270736	RPS14	-1.27	6.68	578.36	ribosomal protein S14
H1-2	H1-2	-1.19	7.34	430.2	H1.2 linker histone, cluster member
LOC101283369	PTGFRN	-0.95	6.65	257.61	prostaglandin F2 receptor inhibitor
LOC101286687	MT	-2.4	8.61	971	metallothionein-2
LOC101282180	VCAN	-1.58	7.82	533.92	versican
LOC101285407	LOC101285407	-1.65	5.57	106.87	S100 calcium binding protein A10
LOC101285586	RILP	1.57	5.46	91.8	Rab interacting lysosomal protein
LOC101279441	IFNGR2	-1.27	4.99	104.09	interferon gamma receptor 2
LOC101289653	TERT	-4.45	3.2	23.65	telomerase reverse transcriptase
LOC101281044	ZNF606	0.95	6.04	158.47	zinc finger protein 606
LOC101271070	LMO2	1.17	6.45	174.84	LIM domain only 2
LOC101272079	SREBF1	1.28	7.19	357.68	sterol regulatory element binding transcription factor 1
LOC101273969	SLC22A18	-2.48	5.05	71.91	solute carrier family 22 member 18
LOC101286381	AQP7	1.85	4.59	55.97	aquaporin 7
LOC101279624	ADAM22	1.48	5.34	111.36	ADAM metallopeptidase domain 22
LOC101271833	GPR173	-1.77	3.45	22.22	G protein-coupled receptor 173
LOC101289966	DSG1	-4.82	5.89	148.94	desmoglein 1
LOC101290058	LOC101290058	-1.42	4.78	90.6	myosin regulatory light chain 12B
LOC101270823	EXOC3L1	1.63	3.72	34.83	exocyst complex component 3 like 1
LOC101289262	USHBP1	1.62	5.42	107.41	USH1 protein network component harmonin binding protein 1
LOC101285109	WDR83OS	-1.71	2.89	13.86	WD repeat domain 83 opposite strand
LOC101287171	SPINK5	-3.56	7.06	109.89	serine peptidase inhibitor Kazal type 5
LOC101278431	BMP4	-1.23	4.11	41.71	bone morphogenetic protein 4
LOC101281834	LOC101281834	-2.81	2.38	11	histone H2A type 1-B
LOC101284299	HIGD2A	-1.44	3.6	25.08	HIG1 hypoxia inducible domain family member 2A
LOC101271802	ARPC2	-1.39	6.68	288.39	actin related protein 2/3 complex subunit 2
LOC101286055	PIM3	1.34	6.72	254.06	Pim-3 proto-oncogene, serine/threonine kinase
LOC101277225	STON2	-1.21	4.91	112.79	stonin 2
LOC101272514	DSN1	-1.17	4.5	148.31	DSN1 component of MIS12 kinetochore complex
LOC101283189	NAGLU	1.1	6.63	242.09	N-acetyl-alpha-glucosaminidase
LOC101277143	MFSD4A	1.05	5.11	71.28	major facilitator superfamily domain containing 4A
LOC101274338	LPAR1	-2.24	5	274.77	lysophosphatidic acid receptor 1
LOC101283364	TMEM167A	-1.47	4.99	62.91	transmembrane protein 167A
GOLM2	GOLM2	-1.3	6.24	184.85	golgi membrane protein 2
LOC101277311	PRR5L	1.27	4.85	79.85	proline rich 5 like
LOC101275987	DQAP	-2.14	3.3	26.81	SLA class II histocompatibility antigen, DQ haplotype D alpha chain
LOC117198529	LOC117198529	-2.16	3.2	20.42	histone H4
LOC101283510	ITGB1	0.77	8.05	621.34	integrin subunit beta 1
LOC101285912	S100A11	-1.78	5.04	74.7	S100 calcium binding protein A11
LOC101280702	CD101	-1.91	3.62	28.61	CD101 molecule
LOC101279556	LOC101279556	1.49	4.02	42.74	splicing factor 3B subunit 4-like
LOC101280884	MGMT	1.18	5.43	96.35	O-6-methylguanine-DNA methyltransferase
LOC101271792	SLC2A3	1.38	6.03	156.99	solute carrier family 2, facilitated glucose transporter member 3
LOC101273162	LRRK2	0.83	7.02	312.45	leucine rich repeat kinase 2
LOC101289082	NECTIN1	-1.94	5.27	199.44	nectin cell adhesion molecule 1
LOC101282800	KIF2C	-2.89	2.55	13.43	kinesin family member 2C
LOC101276222	SLC6A2	-2.25	2.82	22.28	solute carrier family 6 member 2
LOC101273055	LOC101273055	1.33	4.65	68.54	uncharacterized LOC101273055
LOC101280938	HDAC3	-0.89	5.01	129.35	histone deacetylase 3
LOC101279045	ZAN	-3.49	2.54	20.28	zonadhesin
LOC101274225	ARHGAP29	1.07	6.96	338.78	Rho GTPase activating protein 29
LOC101287372	ZNF608	1.17	5.2	101.43	zinc finger protein 608
LOC101283784	TNFAIP8L3	-1.82	2.5	35.14	TNF alpha induced protein 8 like 3
LOC101285496	SON	1.04	9.19	1881.07	SON DNA and RNA binding protein
LOC101271831	SPNS2	1.82	6.32	256.56	sphingolipid transporter 2
LOC101273030	PAG1	-2.62	2.4	22.47	phosphoprotein membrane anchor with glycosphingolipid microdomains 1
LOC101283186	BMP7	-2.74	3.05	31.75	bone morphogenetic protein 7
RETREG1	RETREG1	1.55	3.89	45.24	reticulophagy regulator 1
LOC101290021	HERC5	1.11	5.77	122.03	HECT and RLD domain containing E3 ubiquitin protein ligase 5
LOC101289346	TRPM1	-4.2	6.12	NA	transient receptor potential cation channel subfamily M member 1
LOC101289657	GDPD2	-6.11	2.06	11.45	glycerophosphodiester phosphodiesterase domain containing 2
LOC101278409	SOX1	-4.27	1.64	10.21	SRY-box transcription factor 1
LOC101279634	DNMBP	1.42	7.3	468.86	dynamin binding protein
LOC105747848	LOC105747848	-2.09	3.92	39.83	60S ribosomal protein L39
LOC125965217	LOC125965217	-2.24	3.13	29.08	sodium voltage-gated channel beta subunit 2
LOC101287427	HDLBP	-0.87	NA	729.64	high density lipoprotein binding protein
LOC101277999	CCNB2	-3.63	1.58	7.26	cyclin B2
NKY04_mgp08	ATP6	-2.19	12.34	16014.26	NA
LOC101276992	FOXN1	-4.14	4.52	58.98	forkhead box N1
LOC101278593	HERC4	0.95	5.33	113.56	HECT and RLD domain containing E3 ubiquitin protein ligase 4
LOC101285798	TMEM80	1.48	5.1	94.44	transmembrane protein 80
LOC101272332	GID4	-1.02	3.79	40.63	GID complex subunit 4 homolog
LOC101289220	DDRGK1	-0.95	4.59	65.89	DDRGK domain containing 1
LOC101289591	ANAPC15	-1.13	2.46	18.48	anaphase promoting complex subunit 15
LOC101287650	ZC3H10	-1.29	9.35	1801.17	zinc finger CCCH-type containing 10
LOC125964650	LOC125964650	-2.94	NA	110.55	trichohyalin
LOC101289976	ACP5	-2.18	2.82	22.84	acid phosphatase 5, tartrate resistant
LOC101285071	PNPLA1	-4.21	1.67	10.6	patatin like phospholipase domain containing 1
LOC101279781	GNAQ	1.17	8.13	841.25	guanine nucleotide-binding protein G(q) subunit alpha
LOC101278730	GREB1L	1.82	3.64	33.48	GREB1 like retinoic acid receptor coactivator
LOC101271466	MMP27	-3.33	1.95	10.24	matrix metallopeptidase 27
LOC101269967	LCP1	-2.26	3.49	31.4	lymphocyte cytosolic protein 1
LOC101287802	SRRM3	2.7	2.78	28.58	serine/arginine repetitive matrix 3
LOC101273590	GPX1	-1.01	NA	341.99	glutathione peroxidase 1
LOC101275932	PLTP	-1.6	4.68	74.52	phospholipid transfer protein
LOC101279971	LEMD2	1.72	7.73	580.68	LEM domain nuclear envelope protein 2
LOC101279049	WNT2	-1.73	3.57	23.46	Wnt family member 2
LOC101276043	FOXF2	-4.02	2.87	21.17	forkhead box F2
LOC101290400	PCSK5	1.52	6.61	282.62	proprotein convertase subtilisin/kexin type 5
LOC125961714	LOC125961714	3.07	5.05	150.96	short stature homeobox protein 2-like
LOC117199626	ZNF250	1	6.58	191.63	zinc finger protein 250
LOC101278318	GSN	-1.41	NA	7745.73	gelsolin
LOC101279220	DYNLRB1	-1.11	NA	59.86	dynein light chain roadblock-type 1
LOC101285059	CDC25B	-1.56	3.77	35.86	cell division cycle 25B
LOC101271270	PODXL	1.41	7.59	544.24	podocalyxin like
LOC101282578	LOC101282578	-1.79	NA	314.8	histone H2A type 1-C
LOC101287644	CDA	-4.51	2.57	18.44	cytidine deaminase
LOC101289444	L3MBTL3	-1.08	5.71	127.19	L3MBTL histone methyl-lysine binding protein 3
LOC105748501	LOC105748501	-3.61	4.04	26.83	DNA dC->dU-editing enzyme APOBEC-3G-like
LOC101287056	TRIM25	1.06	6.87	325.34	tripartite motif containing 25
LOC101274739	RAB34	-1.09	NA	74.87	RAB34, member RAS oncogene family
LOC101277307	RUNDC3B	1.55	5	94.63	RUN domain containing 3B
LOC101275865	TMEM132C	1.88	4.53	65.25	transmembrane protein 132C
LOC101283551	LOC101283551	-1.15	NA	1239.98	40S ribosomal protein S12
C1H1orf116	C1H1orf116	-2.86	4.09	32.59	chromosome 1 C1orf116 homolog
LOC101288992	CRYBG3	0.8	7.19	320.37	crystallin beta-gamma domain containing 3
LOC101287361	RPL11	-1.28	NA	923.77	ribosomal protein L11
GARS1	GARS1	-0.97	NA	175.11	glycyl-tRNA synthetase 1
LOC101277351	DUSP13	-2.41	2.05	11.82	dual specificity phosphatase 13
LOC101278764	COL1A1	-1.82	NA	79503.89	collagen type I alpha 1 chain
LOC101285433	MCUB	-1.34	4.13	48.57	mitochondrial calcium uniporter dominant negative subunit beta
LOC101275539	EIF3G	-1.01	NA	406.81	eukaryotic translation initiation factor 3 subunit G
LOC101282032	MAP4	-0.84	NA	1020.18	microtubule associated protein 4
C11H12orf57	C11H12orf57	-0.99	NA	112.27	chromosome 11 C12orf57 homolog
LOC101284104	ARNT2	-1.13	5.02	55.08	aryl hydrocarbon receptor nuclear translocator 2
LOC101286565	ST13	-1.09	NA	246.91	ST13 Hsp70 interacting protein
LOC101279905	HOXC10	-1.73	2.81	12.99	homeobox C10
LRATD2	LRATD2	1.3	5.89	114.21	LRAT domain containing 2
LOC101271893	DCLK2	1.34	6.25	204.45	doublecortin like kinase 2
LOC101269539	RPL35	-1.38	NA	517.51	ribosomal protein L35
PRXL2A	PRXL2A	1.07	6.41	243.7	peroxiredoxin like 2A
LOC101273699	SPCS1	-1.5	4.26	31.94	signal peptidase complex subunit 1
LOC101284785	PHGDH	-1.63	NA	108.26	phosphoglycerate dehydrogenase
LOC101269787	EEPD1	1.73	7.21	427.37	endonuclease/exonuclease/phosphatase family domain containing 1
LOC101288101	GFPT2	-1.68	4.15	57.6	glutamine-fructose-6-phosphate transaminase 2
LOC101287787	MKI67	-2.38	5.22	104.2	marker of proliferation Ki-67
LOC117200980	LOC117200980	1.29	4.91	39.39	uncharacterized LOC117200980
LOC101275068	RPL10	-1.18	NA	594.47	ribosomal protein L10
LOC101269650	C1R	-1.42	NA	167.29	complement C1r
LOC101276826	HMGN2	-1.22	6.2	157.52	high mobility group nucleosomal binding domain 2
LOC101276816	PSMD8	-1.12	NA	70.55	proteasome 26S subunit, non-ATPase 8
LOC101289188	ATP6V0D1	-0.92	NA	148.51	ATPase H+ transporting V0 subunit d1
LOC101269332	LOC101269332	1.25	5.15	134.89	AFG3-like protein 1
LOC101285716	SMARCA2	-0.67	NA	803.89	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
LOC101272781	COPE	-0.8	NA	251.76	COPI coat complex subunit epsilon
LOC101269566	FERMT1	-3.52	4.53	58.36	FERM domain containing kindlin 1
C10H3orf62	C10H3orf62	1.07	NA	163.34	chromosome 10 C3orf62 homolog
LOC101284203	TUBA4A	-2.05	NA	70.59	tubulin alpha 4a
LOC101273138	ZMYND11	-1.11	NA	221.05	zinc finger MYND-type containing 11
LOC101276407	RBM28	-0.93	NA	173.44	RNA binding motif protein 28
LOC101284382	SEC61A1	-0.99	NA	423.11	SEC61 translocon subunit alpha 1
LOC101284497	SNRPD2	-1.17	NA	118.02	small nuclear ribonucleoprotein D2 polypeptide
LOC101276208	PFKFB3	1.1	7.04	370.54	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
LOC101289330	TPT1	-1.19	NA	1924.47	tumor protein, translationally-controlled 1
LOC101290288	KDR	1.33	8.17	530.21	kinase insert domain receptor
LOC101271453	MELTF	1.79	2.39	11.33	melanotransferrin
LOC117202385	LOC117202385	-3.14	2.54	16.81	heterogeneous nuclear ribonucleoproteins A2/B1-like
LOC101271452	TCIRG1	1.4	6.36	169.75	T cell immune regulator 1, ATPase H+ transporting V0 subunit a3
LOC101273718	TSPAN3	-1.08	6.9	279.47	tetraspanin 3
LOC101280712	NDUFV3	-1.1	NA	54.65	NADH:ubiquinone oxidoreductase subunit V3
LOC101270188	CTSK	-1.13	NA	293.85	cathepsin K
LOC101276106	MIF	-1.28	NA	125.78	macrophage migration inhibitory factor
LOC101277268	DAZAP2	-1.05	NA	147.15	DAZ associated protein 2
LOC101280767	DNASE2	-1.27	3.93	46.49	deoxyribonuclease 2, lysosomal
LOC101280539	FAM83A	-3.73	1.52	9.45	family with sequence similarity 83 member A
LOC101282745	TYRP1	-5.06	3.12	25.67	tyrosinase related protein 1
LOC101287300	SOX15	-3.21	3.6	36.06	SRY-box transcription factor 15
LOC101288779	UTRN	0.71	NA	1978.03	utrophin
LOC101285745	SNF8	-1.11	5.09	86.87	SNF8 subunit of ESCRT-II
LOC101283237	PCBP2	-1.14	7.87	712.49	poly(rC) binding protein 2
LOC101283410	TMEM204	1.56	4.59	43.06	transmembrane protein 204
LOC101288182	PTPN11	-1	NA	468.38	protein tyrosine phosphatase non-receptor type 11
LOC101281018	RACK1	-1.31	NA	927.45	receptor for activated C kinase 1
LOC101270460	RUBCNL	-2.21	3.55	26.02	rubicon like autophagy enhancer
LOC101284887	SSR2	-0.92	NA	103.61	signal sequence receptor subunit 2
LOC101282346	FBLN1	-1.36	NA	301.6	fibulin 1
FYB2	FYB2	-4.6	1.37	8.23	FYN binding protein 2
LOC101289779	TRIL	1.42	5.5	99.01	TLR4 interactor with leucine rich repeats
LOC101269180	RPL5	-1.22	NA	572.07	ribosomal protein L5
LOC101273729	FAM83F	-3.14	2.9	16.96	family with sequence similarity 83 member F
LOC101270266	TIE1	1.51	6.93	366.31	tyrosine kinase with immunoglobulin like and EGF like domains 1
LOC101275935	LOC101275935	-1.52	4.9	81.2	uncharacterized LOC101275935
LOC101284983	ETV4	-2.13	2.77	14.24	ETS variant transcription factor 4
LOC101279141	PARP12	1.51	NA	226.84	poly(ADP-ribose) polymerase family member 12
LOC101271347	TAOK2	0.97	NA	414.36	TAO kinase 2
LOC101285705	STARD9	1.29	NA	698.96	StAR related lipid transfer domain containing 9
LOC101289701	MCL1	0.82	NA	352.39	MCL1 apoptosis regulator, BCL2 family member
LOC101281556	EDF1	-0.76	NA	88.63	endothelial differentiation related factor 1
LOC101282341	LRFN4	0.95	5.16	94.67	leucine rich repeat and fibronectin type III domain containing 4
LOC105748732	LOC105748732	0.88	NA	110.61	zinc finger protein 256-like
BPNT2	BPNT2	1.05	NA	376.85	3'(2'), 5'-bisphosphate nucleotidase 2
LOC125961496	LOC125961496	-0.96	6.94	313.17	60S ribosomal protein L12-like
LOC101280037	FAAH	1.57	NA	113.04	fatty-acid amide hydrolase 1
